Instrument Type,QuantStudio(TM) 7 Flex System,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantification Cycle Method,Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signal Smoothing On,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stage/ Cycle where Analysis is performed,"Stage 4, Step 2",,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,Seth Goodnight,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well,Well Position,Omit,Sample Name,Target Name,Task,Reporter,Quencher,CT,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,Y-Intercept,R(superscript 2),Slope,Efficiency,Amp Score,Cq Conf,NOAMP,EXPFAIL,THOLDFAIL
1,A1,false,eq02441467.1,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.000,0.000,Y,Y,N
2,A2,false,eq02441467.1,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
3,A3,false,eq02441467.1,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.882,0.000,N,N,N
4,A4,false,eq02441467.1,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
5,A5,false,eq02441467.1,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,N,Y,N
6,A6,false,eq02441467.1,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
7,A7,false,eq02441467.1,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
8,A8,false,eq02441467.1,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.603,27.603,,,,,true,0.127,true,1,40,,,,,,1.207,0.983,N,N,N
9,A9,false,eq02440749.3,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,37.264,37.264,,,,,true,0.080,true,1,40,,,,,,0.996,0.825,N,N,N
10,A10,false,eq02440749.3,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
11,A11,false,eq02440749.3,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.000,0.000,N,Y,N
12,A12,false,eq02440749.3,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
13,A13,false,eq02440749.3,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
14,A14,false,eq02440749.3,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,N,Y
15,A15,false,eq02440749.3,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
16,A16,false,eq02440749.3,Extraction Control,UNKNOWN,FAM,NFQ-MGB,28.168,28.168,,,,,true,0.127,true,1,40,,,,,,1.201,0.971,N,N,N
17,A17,false,ALHT Deer_145.2,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.389,0.000,N,Y,N
18,A18,false,ALHT Deer_145.2,B. microti,UNKNOWN,FAM,NFQ-MGB,36.595,36.595,,,,,true,0.183,true,1,40,,,,,,1.214,0.969,N,N,N
19,A19,false,ALHT Deer_145.2,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.813,0.000,N,N,N
20,A20,false,ALHT Deer_145.2,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
21,A21,false,ALHT Deer_145.2,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
22,A22,false,ALHT Deer_145.2,E. muris,UNKNOWN,FAM,NFQ-MGB,35.985,35.985,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,N,Y
23,A23,false,ALHT Deer_145.2,Powassan virus,UNKNOWN,FAM,NFQ-MGB,34.674,34.674,,,,,true,0.040,true,1,40,,,,,,0.000,0.118,N,N,Y
24,A24,false,ALHT Deer_145.2,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.700,27.700,,,,,true,0.127,true,1,40,,,,,,1.197,0.987,N,N,N
25,B1,false,eq02440774,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,23.532,23.532,,,,,true,0.080,true,1,40,,,,,,1.315,0.949,N,N,N
26,B2,false,eq02440774,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
27,B3,false,eq02440774,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,30.157,30.157,,,,,true,0.160,true,1,40,,,,,,1.279,0.961,N,N,N
28,B4,false,eq02440774,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
29,B5,false,eq02440774,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
30,B6,false,eq02440774,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
31,B7,false,eq02440774,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
32,B8,false,eq02440774,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.636,27.636,,,,,true,0.127,true,1,40,,,,,,1.206,0.976,N,N,N
33,B9,false,ALHT Deer_141.1,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.000,0.000,N,Y,N
34,B10,false,ALHT Deer_141.1,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
35,B11,false,ALHT Deer_141.1,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.000,0.000,N,Y,N
36,B12,false,ALHT Deer_141.1,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
37,B13,false,ALHT Deer_141.1,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
38,B14,false,ALHT Deer_141.1,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
39,B15,false,ALHT Deer_141.1,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
40,B16,false,ALHT Deer_141.1,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.918,27.918,,,,,true,0.127,true,1,40,,,,,,1.206,0.974,N,N,N
41,B17,false,ALHT Deer_147.3,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.340,0.000,N,Y,N
42,B18,false,ALHT Deer_147.3,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
43,B19,false,ALHT Deer_147.3,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.000,0.000,N,Y,N
44,B20,false,ALHT Deer_147.3,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
45,B21,false,ALHT Deer_147.3,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
46,B22,false,ALHT Deer_147.3,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
47,B23,false,ALHT Deer_147.3,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.439,0.000,N,N,Y
48,B24,false,ALHT Deer_147.3,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.892,27.892,,,,,true,0.127,true,1,40,,,,,,1.197,0.984,N,N,N
49,C1,false,eq02441467.2,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.000,0.000,N,Y,N
50,C2,false,eq02441467.2,B. microti,UNKNOWN,FAM,NFQ-MGB,37.497,37.497,,,,,true,0.183,true,1,40,,,,,,1.138,0.923,N,N,N
51,C3,false,eq02441467.2,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.000,0.000,Y,Y,N
52,C4,false,eq02441467.2,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
53,C5,false,eq02441467.2,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
54,C6,false,eq02441467.2,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
55,C7,false,eq02441467.2,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
56,C8,false,eq02441467.2,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.836,27.836,,,,,true,0.127,true,1,40,,,,,,1.208,0.982,N,N,N
57,C9,false,eq02440749.4,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.000,0.000,N,Y,N
58,C10,false,eq02440749.4,B. microti,UNKNOWN,FAM,NFQ-MGB,28.743,28.743,,,,,true,0.183,true,1,40,,,,,,1.433,0.988,N,N,N
59,C11,false,eq02440749.4,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,31.977,31.977,,,,,true,0.160,true,1,40,,,,,,1.277,0.950,N,N,N
60,C12,false,eq02440749.4,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
61,C13,false,eq02440749.4,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
62,C14,false,eq02440749.4,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
63,C15,false,eq02440749.4,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
64,C16,false,eq02440749.4,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.675,27.675,,,,,true,0.127,true,1,40,,,,,,1.210,0.970,N,N,N
65,C17,false,ALHT Deer_145.3,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.000,0.000,N,Y,N
66,C18,false,ALHT Deer_145.3,B. microti,UNKNOWN,FAM,NFQ-MGB,34.492,34.492,,,,,true,0.183,true,1,40,,,,,,1.376,0.971,N,N,N
67,C19,false,ALHT Deer_145.3,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.000,0.000,N,Y,N
68,C20,false,ALHT Deer_145.3,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
69,C21,false,ALHT Deer_145.3,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
70,C22,false,ALHT Deer_145.3,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
71,C23,false,ALHT Deer_145.3,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.377,0.000,N,Y,Y
72,C24,false,ALHT Deer_145.3,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.770,27.770,,,,,true,0.127,true,1,40,,,,,,1.199,0.967,N,N,N
73,D1,false,eq02440768,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,31.710,31.710,,,,,true,0.080,true,1,40,,,,,,1.324,0.973,N,N,N
74,D2,false,eq02440768,B. microti,UNKNOWN,FAM,NFQ-MGB,26.020,26.020,,,,,true,0.183,true,1,40,,,,,,1.432,0.988,N,N,N
75,D3,false,eq02440768,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,35.313,35.313,,,,,true,0.160,true,1,40,,,,,,1.250,0.937,N,N,N
76,D4,false,eq02440768,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
77,D5,false,eq02440768,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
78,D6,false,eq02440768,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.386,0.000,Y,Y,Y
79,D7,false,eq02440768,Powassan virus,UNKNOWN,FAM,NFQ-MGB,15.084,15.084,,,,,true,0.040,true,1,40,,,,,,0.592,0.000,N,N,Y
80,D8,false,eq02440768,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.755,27.755,,,,,true,0.127,true,1,40,,,,,,1.205,0.978,N,N,N
81,D9,false,ALHT Deer_141.2,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.000,0.000,Y,Y,N
82,D10,false,ALHT Deer_141.2,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
83,D11,false,ALHT Deer_141.2,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.000,0.000,N,N,N
84,D12,false,ALHT Deer_141.2,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
85,D13,false,ALHT Deer_141.2,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
86,D14,false,ALHT Deer_141.2,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
87,D15,false,ALHT Deer_141.2,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
88,D16,false,ALHT Deer_141.2,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.732,27.732,,,,,true,0.127,true,1,40,,,,,,1.209,0.986,N,N,N
89,D17,false,ALHT Deer_147.4,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.000,0.000,N,Y,N
90,D18,false,ALHT Deer_147.4,B. microti,UNKNOWN,FAM,NFQ-MGB,25.927,25.927,,,,,true,0.183,true,1,40,,,,,,1.434,0.992,N,N,N
91,D19,false,ALHT Deer_147.4,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.000,0.000,N,Y,N
92,D20,false,ALHT Deer_147.4,B. mayonii,UNKNOWN,FAM,NFQ-MGB,19.187,19.187,,,,,true,0.040,true,1,40,,,,,,0.416,0.015,N,N,Y
93,D21,false,ALHT Deer_147.4,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
94,D22,false,ALHT Deer_147.4,E. muris,UNKNOWN,FAM,NFQ-MGB,39.739,39.739,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,N,Y
95,D23,false,ALHT Deer_147.4,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.420,0.000,N,N,Y
96,D24,false,ALHT Deer_147.4,Extraction Control,UNKNOWN,FAM,NFQ-MGB,28.099,28.099,,,,,true,0.127,true,1,40,,,,,,1.190,0.972,N,N,N
97,E1,false,eq02441467.3,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.000,0.000,N,N,N
98,E2,false,eq02441467.3,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
99,E3,false,eq02441467.3,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.000,0.000,N,Y,N
100,E4,false,eq02441467.3,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
101,E5,false,eq02441467.3,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
102,E6,false,eq02441467.3,E. muris,UNKNOWN,FAM,NFQ-MGB,27.306,27.306,,,,,true,0.040,true,1,40,,,,,,0.383,0.098,Y,N,Y
103,E7,false,eq02441467.3,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
104,E8,false,eq02441467.3,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.847,27.847,,,,,true,0.127,true,1,40,,,,,,1.205,0.987,N,N,N
105,E9,false,eq02440624,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,34.353,34.353,,,,,true,0.080,true,1,40,,,,,,1.259,0.920,N,N,N
106,E10,false,eq02440624,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
107,E11,false,eq02440624,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,38.740,38.740,,,,,true,0.160,true,1,40,,,,,,0.990,0.224,N,N,N
108,E12,false,eq02440624,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
109,E13,false,eq02440624,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
110,E14,false,eq02440624,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
111,E15,false,eq02440624,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
112,E16,false,eq02440624,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.639,27.639,,,,,true,0.127,true,1,40,,,,,,1.210,0.984,N,N,N
113,E17,false,ALHT Deer_145.4,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,22.413,22.413,,,,,true,0.080,true,1,40,,,,,,1.324,0.924,N,N,N
114,E18,false,ALHT Deer_145.4,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
115,E19,false,ALHT Deer_145.4,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.723,0.000,N,N,N
116,E20,false,ALHT Deer_145.4,B. mayonii,UNKNOWN,FAM,NFQ-MGB,17.824,17.824,,,,,true,0.040,true,1,40,,,,,,0.353,0.211,N,N,Y
117,E21,false,ALHT Deer_145.4,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
118,E22,false,ALHT Deer_145.4,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
119,E23,false,ALHT Deer_145.4,Powassan virus,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
120,E24,false,ALHT Deer_145.4,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.854,27.854,,,,,true,0.127,true,1,40,,,,,,1.197,0.974,N,N,N
121,F1,false,eq02440649,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.000,0.000,N,Y,N
122,F2,false,eq02440649,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
123,F3,false,eq02440649,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.246,0.000,N,N,N
124,F4,false,eq02440649,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,Y,Y
125,F5,false,eq02440649,B. miyamotoi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.105,true,1,40,,,,,,0.000,0.000,Y,Y,N
126,F6,false,eq02440649,E. muris,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,Y,Y,Y
127,F7,false,eq02440649,Powassan virus,UNKNOWN,FAM,NFQ-MGB,29.408,29.408,,,,,true,0.040,true,1,40,,,,,,1.039,0.869,N,N,Y
128,F8,false,eq02440649,Extraction Control,UNKNOWN,FAM,NFQ-MGB,27.855,27.855,,,,,true,0.127,true,1,40,,,,,,1.205,0.976,N,N,N
129,F9,false,ALHT Deer_141.3,A. phagocytophilum,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.080,true,1,40,,,,,,0.000,0.000,N,Y,N
130,F10,false,ALHT Deer_141.3,B. microti,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.183,true,1,40,,,,,,0.000,0.000,Y,Y,N
131,F11,false,ALHT Deer_141.3,B. burgdorferi,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.160,true,1,40,,,,,,0.000,0.000,N,Y,N
132,F12,false,ALHT Deer_141.3,B. mayonii,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,true,0.040,true,1,40,,,,,,0.000,0.000,N,N,Y
